Date,CERO,CLEU,HLVX,SHPW,SVMH,VRPX,ZAPP
2020-02-25,,,,79.83999633789062,,,
2020-02-26,,,,79.83999633789062,,,
2020-02-27,,,,79.31999969482422,,,
2020-02-28,,,,79.76000213623047,,,
2020-03-02,,,,79.36000061035156,,,
2020-03-03,,,,79.16000366210938,,,
2020-03-04,,,,79.5999984741211,,,
2020-03-05,,,,82.72000122070312,,,
2020-03-06,,,,79.5199966430664,,,
2020-03-09,,,,78.80000305175781,,,
2020-03-10,,,,78.80000305175781,,,
2020-03-11,,,,79.19999694824219,,,
2020-03-12,,,,78.31999969482422,,,
2020-03-13,,,,78.31999969482422,,,
2020-03-16,,,,75.48799896240234,,,
2020-03-17,,,,75.76799774169922,,,
2020-03-18,,,,74.4000015258789,,,
2020-03-19,,,,73.5999984741211,,,
2020-03-20,,,,74.0,,,
2020-03-23,,,,74.80000305175781,,,
2020-03-24,,,,76.18399810791016,,,
2020-03-25,,,,76.18399810791016,,,
2020-03-26,,,,76.87999725341797,,,
2020-03-27,,,,77.04000091552734,,,
2020-03-30,,,,77.27999877929688,,,
2020-03-31,,,,77.44000244140625,,,
2020-04-01,,,,77.44000244140625,,,
2020-04-02,,,,78.08000183105469,,,
2020-04-03,,,,77.44000244140625,,,
2020-04-06,,,,77.447998046875,,,
2020-04-07,,,,77.447998046875,,,
2020-04-08,,,,77.5199966430664,,,
2020-04-09,,,,77.91999816894531,,,
2020-04-13,,,,77.91999816894531,,,
2020-04-14,,,,78.4000015258789,,,
2020-04-15,,,,78.4000015258789,,,
2020-04-16,,,,78.4000015258789,,,
2020-04-17,,,,78.72000122070312,,,
2020-04-20,,,,77.5199966430664,,,
2020-04-21,,,,78.0,,,
2020-04-22,,,,78.0,,,
2020-04-23,,,,78.08000183105469,,,
2020-04-24,,,,78.87999725341797,,,
2020-04-27,,,,78.8479995727539,,,
2020-04-28,,,,79.12000274658203,,,
2020-04-29,,,,79.12000274658203,,,
2020-04-30,,,,79.12000274658203,,,
2020-05-01,,,,78.59200286865234,,,
2020-05-04,,,,77.95999908447266,,,
2020-05-05,,,,78.16000366210938,,,
2020-05-06,,,,78.4800033569336,,,
2020-05-07,,,,78.4800033569336,,,
2020-05-08,,73.5,,77.5999984741211,,,
2020-05-11,,60.150001525878906,,77.5999984741211,,,
2020-05-12,,56.625,,78.27200317382812,,,
2020-05-13,,58.20000076293945,,77.68000030517578,,,
2020-05-14,,61.650001525878906,,77.76000213623047,,,
2020-05-15,,64.6500015258789,,77.76000213623047,,,
2020-05-18,,62.25,,77.5999984741211,,,
2020-05-19,,61.5,,77.90399932861328,,,
2020-05-20,,66.30000305175781,,77.68000030517578,,,
2020-05-21,,68.55000305175781,,78.87999725341797,,,
2020-05-22,,74.55000305175781,,77.5999984741211,,,
2020-05-26,,66.0,,77.5999984741211,,,
2020-05-27,,63.75,,77.5999984741211,,,
2020-05-28,,62.849998474121094,,78.87999725341797,,,
2020-05-29,,54.0,,78.87999725341797,,,
2020-06-01,,54.75,,79.5199966430664,,,
2020-06-02,,56.400001525878906,,79.19999694824219,,,
2020-06-03,,56.400001525878906,,78.55999755859375,,,
2020-06-04,,56.70000076293945,,78.55999755859375,,,
2020-06-05,,56.474998474121094,,78.95999908447266,,,
2020-06-08,,58.95000076293945,,78.72000122070312,,,
2020-06-09,,60.599998474121094,,78.0,,,
2020-06-10,,59.099998474121094,,78.4000015258789,,,
2020-06-11,,72.0,,78.0,,,
2020-06-12,,75.1500015258789,,78.0,,,
2020-06-15,,73.5,,78.0,,,
2020-06-16,,71.8499984741211,,78.31999969482422,,,
2020-06-17,,69.0,,78.80000305175781,,,
2020-06-18,,70.94999694824219,,78.80000305175781,,,
2020-06-19,,72.12000274658203,,78.80000305175781,,,
2020-06-22,,78.30000305175781,,78.80000305175781,,,
2020-06-23,,69.75,,79.36000061035156,,,
2020-06-24,,71.25,,79.44000244140625,,,
2020-06-25,,72.1500015258789,,79.19999694824219,,,
2020-06-26,,68.69999694824219,,79.04000091552734,,,
2020-06-29,,71.25,,79.31999969482422,,,
2020-06-30,,72.1500015258789,,79.27999877929688,,,
2020-07-01,,71.69999694824219,,79.4000015258789,,,
2020-07-02,,69.75,,79.04000091552734,,,
2020-07-06,,72.5999984741211,,79.19999694824219,,,
2020-07-07,,70.94999694824219,,79.19999694824219,,,
2020-07-08,,65.69999694824219,,79.5199966430664,,,
2020-07-09,,57.75,,79.76000213623047,,,
2020-07-10,,71.0999984741211,,79.83999633789062,,,
2020-07-13,,67.5,,79.72000122070312,,,
2020-07-14,,77.0999984741211,,79.68000030517578,,,
2020-07-15,,72.02999877929688,,79.68000030517578,,,
2020-07-16,,72.9000015258789,,79.90399932861328,,,
2020-07-17,,67.3499984741211,,80.0,,,
2020-07-20,,60.150001525878906,,79.83999633789062,,,
2020-07-21,,64.51499938964844,,79.91999816894531,,,
2020-07-22,,60.75,,79.80000305175781,,,
2020-07-23,,60.900001525878906,,79.83999633789062,,,
2020-07-24,,58.875,,79.83999633789062,,,
2020-07-27,,61.21500015258789,,79.83999633789062,,,
2020-07-28,,58.529998779296875,,79.91999816894531,,,
2020-07-29,,56.849998474121094,,79.91999816894531,,,
2020-07-30,,57.599998474121094,,79.83999633789062,,,
2020-07-31,,55.529998779296875,,79.76000213623047,,,
2020-08-03,,55.77000045776367,,80.0,,,
2020-08-04,,58.04999923706055,,79.68000030517578,,,
2020-08-05,,61.20000076293945,,79.68000030517578,,,
2020-08-06,,64.6500015258789,,79.68000030517578,,,
2020-08-07,,61.57500076293945,,79.5999984741211,,,
2020-08-10,,59.25,,79.5999984741211,,,
2020-08-11,,58.04999923706055,,79.5199966430664,,,
2020-08-12,,57.0,,79.5199966430664,,,
2020-08-13,,55.5,,79.5199966430664,,,
2020-08-14,,56.25,,79.5199966430664,,,
2020-08-17,,58.95000076293945,,79.63999938964844,,,
2020-08-18,,59.099998474121094,,79.91999816894531,,,
2020-08-19,,57.75,,79.19999694824219,,,
2020-08-20,,70.875,,79.19999694824219,,,
2020-08-21,,68.25,,78.95999908447266,,,
2020-08-24,,75.9000015258789,,78.95999908447266,,,
2020-08-25,,76.94999694824219,,78.95999908447266,,,
2020-08-26,,81.30000305175781,,79.5999984741211,,,
2020-08-27,,94.3499984741211,,79.5999984741211,,,
2020-08-28,,95.25,,79.5999984741211,,,
2020-08-31,,87.44999694824219,,79.5999984741211,,,
2020-09-01,,101.25,,79.04000091552734,,,
2020-09-02,,100.6500015258789,,79.5999984741211,,,
2020-09-03,,101.4000015258789,,79.68000030517578,,,
2020-09-04,,102.1500015258789,,79.68000030517578,,,
2020-09-08,,99.5999984741211,,79.55999755859375,,,
2020-09-09,,96.1500015258789,,79.4800033569336,,,
2020-09-10,,100.5,,79.23999786376953,,,
2020-09-11,,100.3499984741211,,79.16000366210938,,,
2020-09-14,,97.6500015258789,,79.5199966430664,,,
2020-09-15,,99.9000015258789,,79.12000274658203,,,
2020-09-16,,111.5999984741211,,79.27999877929688,,,
2020-09-17,,98.8499984741211,,79.36000061035156,,,
2020-09-18,,88.80000305175781,,79.91999816894531,,,
2020-09-21,,95.41500091552734,,79.68000030517578,,,
2020-09-22,,84.75,,79.27999877929688,,,
2020-09-23,,89.25,,79.44000244140625,,,
2020-09-24,,94.80000305175781,,79.61599731445312,,,
2020-09-25,,87.0,,79.19999694824219,,,
2020-09-28,,88.05000305175781,,80.08000183105469,,,
2020-09-29,,89.7300033569336,,79.44000244140625,,,
2020-09-30,,92.25,,79.19999694824219,,,
2020-10-01,,86.4000015258789,,79.83999633789062,,,
2020-10-02,,85.3499984741211,,79.83999633789062,,,
2020-10-05,,81.25499725341797,,79.54399871826172,,,
2020-10-06,,83.20500183105469,,79.4800033569336,,,
2020-10-07,,83.0999984741211,,79.5199966430664,,,
2020-10-08,,82.94999694824219,,79.19999694824219,,,
2020-10-09,,84.9000015258789,,79.19999694824219,,,
2020-10-12,,91.3499984741211,,79.47200012207031,,,
2020-10-13,,86.25,,79.31999969482422,,,
2020-10-14,,87.75,,79.83999633789062,,,
2020-10-15,,90.9000015258789,,79.36000061035156,,,
2020-10-16,,90.9000015258789,,79.5199966430664,,,
2020-10-19,,89.8499984741211,,79.19999694824219,,,
2020-10-20,,91.80000305175781,,79.19999694824219,,,
2020-10-21,,90.07499694824219,,78.80000305175781,,,
2020-10-22,,90.75,,78.90399932861328,,,
2020-10-23,,89.91000366210938,,78.4000015258789,,,
2020-10-26,,87.41999816894531,,79.04000091552734,,,
2020-10-27,,85.05000305175781,,79.04000091552734,,,
2020-10-28,,86.69999694824219,,78.31999969482422,,,
2020-10-29,,84.75,,79.04000091552734,,,
2020-10-30,,86.59500122070312,,78.87999725341797,,,
2020-11-02,,83.0999984741211,,78.80000305175781,,,
2020-11-03,,83.66999816894531,,78.55999755859375,,,
2020-11-04,,84.75,,79.5999984741211,,,
2020-11-05,,84.75,,78.55999755859375,,,
2020-11-06,,85.93499755859375,,78.55999755859375,,,
2020-11-09,,84.0,,78.55999755859375,,,
2020-11-10,,85.5,,78.56800079345703,,,
2020-11-11,,85.5,,79.19999694824219,,,
2020-11-12,,87.0,,79.19999694824219,,,
2020-11-13,,84.67500305175781,,79.03199768066406,,,
2020-11-16,,81.44999694824219,,79.03199768066406,,,
2020-11-17,,82.5,,79.03199768066406,,,
2020-11-18,,82.5,,79.03199768066406,,,
2020-11-19,,82.875,,79.19999694824219,,,
2020-11-20,,83.25,,79.31199645996094,,,
2020-11-23,,83.4000015258789,,79.4000015258789,,,
2020-11-24,,83.0999984741211,,80.16000366210938,,,
2020-11-25,,87.0,,80.16000366210938,,,
2020-11-27,,88.5,,80.23999786376953,,,
2020-11-30,,85.3499984741211,,80.72000122070312,,,
2020-12-01,,82.05000305175781,,80.4800033569336,,,
2020-12-02,,91.09500122070312,,80.72000122070312,,,
2020-12-03,,88.05000305175781,,80.80000305175781,,,
2020-12-04,,90.75,,81.04000091552734,,,
2020-12-07,,89.29499816894531,,80.80000305175781,,,
2020-12-08,,88.94999694824219,,80.72000122070312,,,
2020-12-09,,83.4749984741211,,80.72000122070312,,,
2020-12-10,,88.19999694824219,,80.55999755859375,,,
2020-12-11,,89.61000061035156,,80.55999755859375,,,
2020-12-14,,89.25,,80.55999755859375,,,
2020-12-15,,63.45000076293945,,80.4000015258789,,,
2020-12-16,,61.79999923706055,,80.40799713134766,,,
2020-12-17,,62.849998474121094,,81.44000244140625,,,
2020-12-18,,65.25,,81.19999694824219,,,
2020-12-21,,58.79999923706055,,81.36000061035156,,,
2020-12-22,,58.5,,81.5999984741211,,,
2020-12-23,,58.95000076293945,,81.5999984741211,,,
2020-12-24,,58.5,,81.68000030517578,,,
2020-12-28,,58.349998474121094,,82.0,,,
2020-12-29,,59.25,,81.5999984741211,,,
2020-12-30,,59.70000076293945,,81.76000213623047,,,
2020-12-31,,57.900001525878906,,81.5999984741211,,,
2021-01-04,,58.5,,82.4800033569336,,,
2021-01-05,,56.70000076293945,,82.63999938964844,,,
2021-01-06,,54.45000076293945,,82.55999755859375,,,
2021-01-07,,57.0,,82.72000122070312,,,
2021-01-08,,56.70000076293945,,82.16000366210938,,,
2021-01-11,,56.54999923706055,,82.23999786376953,,,
2021-01-12,,56.25,,82.16000366210938,,,
2021-01-13,,55.42499923706055,,83.19999694824219,,,
2021-01-14,,58.5,,83.12000274658203,,,
2021-01-15,,56.70000076293945,,83.5999984741211,,,
2021-01-19,,56.25,,82.63999938964844,,,
2021-01-20,,56.834999084472656,,82.95999908447266,,,
2021-01-21,,57.150001525878906,,83.19999694824219,,,
2021-01-22,,58.5,,83.04000091552734,,,
2021-01-25,,60.75,,83.68000030517578,,,
2021-01-26,,59.25,,83.19999694824219,,,
2021-01-27,,56.54999923706055,,81.5999984741211,,,
2021-01-28,,56.099998474121094,,81.5999984741211,,,
2021-01-29,,55.04999923706055,,81.27999877929688,,,
2021-02-01,,55.349998474121094,,82.31999969482422,,,
2021-02-02,,55.79999923706055,,82.4000015258789,,,
2021-02-03,,56.25,,82.0,,,
2021-02-04,,62.400001525878906,,83.44000244140625,,,
2021-02-05,,62.400001525878906,,82.83999633789062,,,
2021-02-08,,60.29999923706055,,82.4800033569336,,,
2021-02-09,,61.650001525878906,,83.5199966430664,,,
2021-02-10,,61.95000076293945,,83.1760025024414,,,
2021-02-11,,60.75,,82.87999725341797,,,
2021-02-12,,94.94999694824219,,82.93599700927734,,,
2021-02-16,,78.0,,82.55999755859375,,,
2021-02-17,,68.8499984741211,,82.80000305175781,,65.30000305175781,
2021-02-18,,70.80000305175781,,83.5999984741211,,61.0,
2021-02-19,,67.94999694824219,,82.87999725341797,,64.5,
2021-02-22,,68.8499984741211,,83.31999969482422,,61.400001525878906,
2021-02-23,,61.20000076293945,,83.12000274658203,,57.5,
2021-02-24,,61.349998474121094,,82.80000305175781,,58.900001525878906,
2021-02-25,,67.3499984741211,,82.87999725341797,,56.20000076293945,
2021-02-26,,58.04999923706055,,82.4000015258789,,53.900001525878906,
2021-03-01,,60.599998474121094,,80.80000305175781,,57.79999923706055,
2021-03-02,,58.650001525878906,,79.27999877929688,,55.099998474121094,
2021-03-03,,57.45000076293945,,80.0,,56.349998474121094,
2021-03-04,,51.150001525878906,,80.27999877929688,,50.0,
2021-03-05,,51.150001525878906,,81.76000213623047,,49.29999923706055,
2021-03-08,,51.599998474121094,,81.27999877929688,,50.0,
2021-03-09,,55.04999923706055,,81.12000274658203,,50.0,
2021-03-10,,56.70000076293945,,80.4000015258789,,50.0,
2021-03-11,,58.04999923706055,,80.4000015258789,,50.400001525878906,
2021-03-12,,59.25,,80.16000366210938,,56.0,
2021-03-15,,63.0,,80.08000183105469,,61.099998474121094,
2021-03-16,,60.900001525878906,,80.08000183105469,,56.099998474121094,
2021-03-17,,60.900001525878906,,79.91999816894531,,55.0,
2021-03-18,,60.75,,79.91999816894531,,54.70000076293945,
2021-03-19,,63.599998474121094,,79.91999816894531,,53.0,
2021-03-22,,61.79999923706055,,79.91999816894531,,50.70000076293945,
2021-03-23,,59.70000076293945,,79.83999633789062,,51.29999923706055,
2021-03-24,,55.95000076293945,,79.55999755859375,,47.5,
2021-03-25,,57.29999923706055,,80.08000183105469,,43.900001525878906,
2021-03-26,,74.0999984741211,,80.16000366210938,,45.400001525878906,
2021-03-29,,57.900001525878906,,79.76000213623047,,47.5,
2021-03-30,,54.900001525878906,,79.83999633789062,,48.0,
2021-03-31,,60.29999923706055,,80.0,,47.099998474121094,
2021-04-01,,61.95000076293945,,80.0,,49.400001525878906,
2021-04-05,,58.79999923706055,,80.0,,50.900001525878906,
2021-04-06,,58.20000076293945,,80.0,,47.29999923706055,
2021-04-07,,57.599998474121094,,80.08000183105469,,46.209999084472656,
2021-04-08,,57.900001525878906,,80.16000366210938,,60.0,
2021-04-09,,57.0,,80.4000015258789,,48.599998474121094,
2021-04-12,,55.79999923706055,,80.55999755859375,,47.79999923706055,
2021-04-13,,56.400001525878906,,80.4000015258789,,47.29999923706055,
2021-04-14,,55.20000076293945,,80.4000015258789,,46.20000076293945,
2021-04-15,,53.25,,80.63999938964844,,45.0,
2021-04-16,,52.79999923706055,,80.4000015258789,,43.20000076293945,
2021-04-19,,51.29999923706055,,80.4000015258789,,42.599998474121094,
2021-04-20,,51.45000076293945,,80.0,,40.099998474121094,
2021-04-21,,52.349998474121094,,80.0,,40.900001525878906,
2021-04-22,,52.5,,80.08000183105469,,41.099998474121094,
2021-04-23,,54.29999923706055,,80.55999755859375,,42.900001525878906,
2021-04-26,,54.150001525878906,,80.63999938964844,,42.70000076293945,
2021-04-27,,57.599998474121094,,80.55999755859375,,42.0,
2021-04-28,,55.95000076293945,,80.16000366210938,,41.5,
2021-04-29,,54.599998474121094,,81.04000091552734,,41.099998474121094,
2021-04-30,,54.150001525878906,,81.44000244140625,,39.70000076293945,
2021-05-03,,57.29999923706055,,81.36000061035156,,41.29999923706055,
2021-05-04,,58.04999923706055,,80.31999969482422,,40.599998474121094,
2021-05-05,,56.25,,80.31999969482422,,39.70000076293945,
2021-05-06,,54.75,,79.91999816894531,,38.900001525878906,
2021-05-07,,54.45000076293945,,80.08000183105469,,40.599998474121094,
2021-05-10,,54.150001525878906,,80.0,,40.5,
2021-05-11,,55.650001525878906,,79.76000213623047,,39.79999923706055,
2021-05-12,,54.45000076293945,,79.5999984741211,,39.5,
2021-05-13,,51.150001525878906,,79.76000213623047,,38.5,
2021-05-14,,53.25,,79.5999984741211,,38.900001525878906,
2021-05-17,,52.650001525878906,,79.68000030517578,,41.099998474121094,
2021-05-18,,49.5,,81.04000091552734,,40.5,
2021-05-19,,47.54999923706055,,80.72000122070312,,39.900001525878906,
2021-05-20,,50.099998474121094,,81.04000091552734,,41.0,
2021-05-21,,51.599998474121094,,80.95999908447266,,41.5,
2021-05-24,,49.95000076293945,,80.80000305175781,,40.0,
2021-05-25,,52.04999923706055,,80.72000122070312,,44.099998474121094,
2021-05-26,,49.79999923706055,,80.72000122070312,,51.400001525878906,
2021-05-27,,48.599998474121094,,80.63999938964844,,45.900001525878906,
2021-05-28,,48.29999923706055,,80.87999725341797,,43.099998474121094,
2021-06-01,,50.400001525878906,,80.87999725341797,,42.5,
2021-06-02,,49.95000076293945,,80.80000305175781,,42.45000076293945,
2021-06-03,,51.45000076293945,,80.72000122070312,,44.0,
2021-06-04,,50.25,,80.55999755859375,,48.79999923706055,
2021-06-07,,50.70000076293945,,80.4800033569336,,46.20000076293945,
2021-06-08,,52.20000076293945,,80.4000015258789,,46.79999923706055,
2021-06-09,,50.849998474121094,,80.08000183105469,,47.029998779296875,
2021-06-10,,52.04999923706055,,80.16000366210938,,47.5,
2021-06-11,,51.75,,80.08000183105469,,45.0,
2021-06-14,,51.75,,80.16000366210938,,42.099998474121094,
2021-06-15,,48.29999923706055,,80.0,,40.5,
2021-06-16,,46.650001525878906,,80.0,,40.79999923706055,
2021-06-17,,46.349998474121094,,80.08000183105469,,40.5,
2021-06-18,,45.29999923706055,,80.0,,38.70000076293945,
2021-06-21,,45.150001525878906,,80.0,,39.0,
2021-06-22,,45.599998474121094,,80.0,,38.400001525878906,
2021-06-23,,45.75,,80.08000183105469,,38.79999923706055,
2021-06-24,,46.04999923706055,,79.91999816894531,,39.5,
2021-06-25,,45.29999923706055,,80.08000183105469,,39.099998474121094,
2021-06-28,,44.70000076293945,,80.16000366210938,,39.5,
2021-06-29,,44.400001525878906,,80.08000183105469,,41.70000076293945,
2021-06-30,,46.5,,80.0,,45.5,
2021-07-01,,45.599998474121094,,80.23999786376953,,46.79999923706055,
2021-07-02,,41.54999923706055,,80.23999786376953,,47.79999923706055,
2021-07-06,,39.29999923706055,,80.23999786376953,,45.5,
2021-07-07,,38.400001525878906,,80.0,,51.79999923706055,
2021-07-08,,38.25,,80.08000183105469,,45.400001525878906,
2021-07-09,,39.599998474121094,,80.16000366210938,,44.20000076293945,
2021-07-12,,40.04999923706055,,80.16000366210938,,45.0,
2021-07-13,,37.5,,80.0,,56.5,
2021-07-14,,36.45000076293945,,80.16000366210938,,73.80000305175781,
2021-07-15,,37.04999923706055,,80.12000274658203,,56.400001525878906,
2021-07-16,,35.70000076293945,,80.08000183105469,,52.0,
2021-07-19,,32.849998474121094,,80.08000183105469,,47.29999923706055,
2021-07-20,,35.54999923706055,,79.91999816894531,,50.79999923706055,
2021-07-21,,34.349998474121094,,79.91999816894531,,48.099998474121094,
2021-07-22,,32.25,,79.91999816894531,,44.599998474121094,
2021-07-23,,27.75,,80.08000183105469,,41.400001525878906,
2021-07-26,,30.75,,80.08000183105469,,43.20000076293945,
2021-07-27,,27.299999237060547,,79.83999633789062,,44.79999923706055,
2021-07-28,,28.350000381469727,,80.0,,43.900001525878906,
2021-07-29,,27.450000762939453,,80.0,,45.099998474121094,
2021-07-30,,28.350000381469727,,80.0,,44.5,
2021-08-02,,27.899999618530273,,80.23999786376953,,46.70000076293945,
2021-08-03,,26.850000381469727,,80.23999786376953,,45.099998474121094,
2021-08-04,,27.600000381469727,,80.23999786376953,,45.5,
2021-08-05,,29.700000762939453,,80.23999786376953,,45.79999923706055,
2021-08-06,,30.450000762939453,,80.23999786376953,,46.900001525878906,
2021-08-09,,29.549999237060547,,80.08000183105469,,48.25,
2021-08-10,,30.299999237060547,,80.08000183105469,,48.400001525878906,
2021-08-11,,29.850000381469727,,80.31999969482422,,46.099998474121094,
2021-08-12,,28.350000381469727,,80.31999969482422,,46.20000076293945,
2021-08-13,,27.149999618530273,,80.16000366210938,,45.29999923706055,
2021-08-16,,27.600000381469727,,80.16000366210938,,42.0,
2021-08-17,,27.299999237060547,,80.23999786376953,,153.5,
2021-08-18,,31.049999237060547,,80.23999786376953,,229.0,
2021-08-19,,38.099998474121094,,80.08000183105469,,172.1999969482422,
2021-08-20,,39.0,,80.08000183105469,,155.5,
2021-08-23,,41.25,,80.16000366210938,,146.89999389648438,
2021-08-24,,42.900001525878906,,80.16000366210938,,146.6999969482422,
2021-08-25,,42.0,,80.4000015258789,,171.6999969482422,
2021-08-26,,42.45000076293945,,80.23999786376953,,178.60000610351562,
2021-08-27,,44.54999923706055,,80.23999786376953,,178.39999389648438,
2021-08-30,,43.5,,80.27999877929688,,199.1999969482422,
2021-08-31,,45.599998474121094,,80.31999969482422,,191.0,
2021-09-01,,47.70000076293945,,80.31999969482422,,183.10000610351562,
2021-09-02,,49.20000076293945,,80.4800033569336,,190.0,
2021-09-03,,47.849998474121094,,80.4800033569336,,176.0,
2021-09-07,,50.25,,80.55999755859375,,161.60000610351562,
2021-09-08,,54.29999923706055,,80.44000244140625,,147.0,
2021-09-09,,46.04999923706055,,80.63999938964844,,155.89999389648438,
2021-09-10,,46.04999923706055,,80.55999755859375,,116.0,
2021-09-13,,46.79999923706055,,80.72000122070312,,97.5,
2021-09-14,,43.5,,80.63999938964844,,61.599998474121094,
2021-09-15,,40.79999923706055,,80.63999938964844,,60.20000076293945,
2021-09-16,,44.099998474121094,,80.63999938964844,,57.5,
2021-09-17,,45.0,,80.63999938964844,,57.400001525878906,
2021-09-20,,41.70000076293945,,80.63999938964844,,52.20000076293945,
2021-09-21,,43.349998474121094,,80.63999938964844,,52.599998474121094,
2021-09-22,,44.70000076293945,,80.63999938964844,,50.79999923706055,
2021-09-23,,31.950000762939453,,80.55999755859375,,49.599998474121094,
2021-09-24,,30.75,,80.63999938964844,,47.0,
2021-09-27,,29.549999237060547,,80.55999755859375,,53.5,
2021-09-28,,28.5,,85.12000274658203,,48.70000076293945,
2021-09-29,,28.5,,68.31999969482422,,47.0,
2021-09-30,,31.950000762939453,,61.599998474121094,,48.0,
2021-10-01,,32.25,,65.44000244140625,,45.900001525878906,
2021-10-04,,32.70000076293945,,65.5199966430664,,44.70000076293945,
2021-10-05,,30.899999618530273,,68.23999786376953,,44.79999923706055,
2021-10-06,,31.049999237060547,,61.20000076293945,,43.400001525878906,
2021-10-07,,33.150001525878906,,61.84000015258789,,43.900001525878906,
2021-10-08,,32.54999923706055,,58.400001525878906,,42.599998474121094,
2021-10-11,,32.849998474121094,,60.47999954223633,,42.400001525878906,
2021-10-12,,33.45000076293945,,60.400001525878906,,45.29999923706055,
2021-10-13,,34.5,,58.2400016784668,,48.900001525878906,
2021-10-14,,34.95000076293945,,60.2400016784668,,47.0,
2021-10-15,,35.25,,59.279998779296875,,44.79999923706055,
2021-10-18,,35.849998474121094,,59.720001220703125,,46.5,
2021-10-19,,37.349998474121094,,57.20000076293945,,45.70000076293945,
2021-10-20,,39.0,,86.63999938964844,,44.099998474121094,
2021-10-21,,38.70000076293945,,76.63999938964844,,42.29999923706055,
2021-10-22,,36.0,,65.83999633789062,,42.099998474121094,
2021-10-25,,37.79999923706055,,57.119998931884766,,41.79999923706055,
2021-10-26,,36.150001525878906,,62.880001068115234,,40.900001525878906,
2021-10-27,,36.150001525878906,,58.63999938964844,,41.900001525878906,
2021-10-28,,35.400001525878906,,57.91999816894531,,41.79999923706055,
2021-10-29,,34.04999923706055,,58.79999923706055,,41.79999923706055,
2021-11-01,,35.54999923706055,,57.279998779296875,,42.29999923706055,
2021-11-02,,34.650001525878906,,54.880001068115234,,42.099998474121094,
2021-11-03,,34.79999923706055,,57.599998474121094,,42.5,
2021-11-04,,34.20000076293945,,60.79999923706055,,42.20000076293945,
2021-11-05,,35.70000076293945,,57.84000015258789,,41.400001525878906,196.60000610351562
2021-11-08,,34.5,,58.0,,41.70000076293945,196.60000610351562
2021-11-09,,34.20000076293945,,57.91999816894531,,40.099998474121094,196.60000610351562
2021-11-10,,33.0,,55.20000076293945,,38.0,196.60000610351562
2021-11-11,,33.150001525878906,,53.7599983215332,,40.0,197.5
2021-11-12,,33.29999923706055,,51.599998474121094,,41.900001525878906,197.3000030517578
2021-11-15,,32.849998474121094,,54.880001068115234,,43.099998474121094,197.60000610351562
2021-11-16,,33.599998474121094,,49.91999816894531,,42.20000076293945,196.82000732421875
